date,store_id,competitors_within_1mi,competitors_within_3mi,nearest_competitor_distance_mi,new_competitor_opened,competitor_closure,competitor_running_promotion,market_saturation_score,est_competitor_avg_price
2022-06-30,STR039,22,33,1.21,0,0,0,100.0,18.82
2022-07-01,STR039,17,26,0.76,0,0,0,92.2,19.32
2022-07-02,STR039,22,36,1.12,0,0,0,100.0,20.68
2022-07-03,STR039,13,23,0.87,0,0,0,74.2,16.26
2022-07-04,STR039,18,26,0.24,0,0,0,100.0,15.22
2022-07-05,STR039,10,17,0.66,0,0,0,56.1,15.49
2022-07-06,STR039,18,28,1.04,0,0,0,100.0,18.33
2022-07-07,STR039,19,29,0.46,0,0,0,100.0,13.27
2022-07-08,STR039,10,30,0.28,0,0,0,60.2,14.31
2022-07-09,STR039,13,31,0.64,0,0,0,74.0,14.67
2022-07-10,STR039,13,19,1.15,0,0,0,78.6,19.89
2022-07-11,STR039,17,25,1.4,0,0,0,100.0,15.76
2022-07-12,STR039,11,22,0.5,0,0,0,59.4,19.8
2022-07-13,STR039,14,33,0.55,0,0,0,89.0,20.64
2022-07-14,STR039,16,28,1.49,0,0,0,89.1,15.54
2022-07-15,STR039,17,30,0.4,0,0,0,99.9,18.45
2022-07-16,STR039,15,35,0.74,0,0,0,85.9,12.21
2022-07-17,STR039,14,31,1.03,0,0,0,85.9,15.77
2022-07-18,STR039,16,32,0.96,0,0,0,95.9,14.79
2022-07-19,STR039,19,27,0.64,0,0,0,100.0,14.45
2022-07-20,STR039,13,30,1.24,0,0,0,83.7,20.77
2022-07-21,STR039,16,34,1.17,1,0,0,85.7,18.57
2022-07-22,STR039,18,35,0.57,0,0,0,100.0,12.06
2022-07-23,STR039,14,32,0.25,0,0,1,87.0,10.2
2022-07-24,STR039,10,16,1.07,0,0,0,62.7,12.4
2022-07-25,STR039,13,23,1.24,0,0,0,76.7,15.41
2022-07-26,STR039,19,30,1.26,0,0,0,100.0,15.74
2022-07-27,STR039,18,30,0.99,0,0,0,100.0,18.37
2022-07-28,STR039,13,32,1.43,0,0,0,69.6,11.42
2022-07-29,STR039,10,27,0.78,0,0,0,65.4,10.75
2022-07-30,STR039,16,34,0.9,0,0,0,99.4,17.82
2022-07-31,STR039,16,33,0.47,0,0,0,94.3,23.71
2022-08-01,STR039,16,36,1.37,0,0,0,100.0,15.67
2022-08-02,STR039,22,36,1.14,0,0,0,100.0,22.31
2022-08-03,STR039,14,22,0.64,0,0,0,81.2,18.89
2022-08-04,STR039,12,23,0.1,0,0,0,73.6,20.1
2022-08-05,STR039,16,23,1.03,0,0,0,89.8,19.95
2022-08-06,STR039,13,23,0.45,0,0,0,77.6,13.48
2022-08-07,STR039,18,32,0.76,0,0,0,98.0,16.11
2022-08-08,STR039,16,23,0.85,0,0,0,93.9,15.17
2022-08-09,STR039,15,21,1.17,0,0,0,95.1,19.58
2022-08-10,STR039,20,29,0.73,0,0,0,100.0,19.6
2022-08-11,STR039,10,21,0.62,0,0,0,58.9,11.25
2022-08-12,STR039,19,31,0.2,0,0,0,100.0,19.44
2022-08-13,STR039,17,28,0.9,0,0,0,100.0,13.87
2022-08-14,STR039,26,36,0.22,0,0,0,100.0,13.61
2022-08-15,STR039,15,31,1.48,0,0,0,98.3,16.84
2022-08-16,STR039,10,19,0.27,0,0,0,52.1,15.15
2022-08-17,STR039,20,28,1.29,0,0,0,100.0,19.19
2022-08-18,STR039,13,28,1.05,0,0,0,80.9,12.46
2022-08-19,STR039,10,24,0.24,0,0,0,53.0,18.41
2022-08-20,STR039,10,27,0.63,0,0,0,62.6,20.53
2022-08-21,STR039,23,32,1.35,0,0,0,100.0,18.43
2022-08-22,STR039,19,36,1.2,0,0,0,100.0,18.71
2022-08-23,STR039,14,28,0.95,0,0,0,87.6,11.14
2022-08-24,STR039,9,22,0.48,0,0,0,53.9,13.72
2022-08-25,STR039,19,27,0.52,0,0,0,100.0,14.09
2022-08-26,STR039,17,32,1.46,0,0,0,100.0,15.74
2022-08-27,STR039,16,30,0.37,0,0,0,95.8,16.44
2022-08-28,STR039,16,36,0.65,0,0,1,100.0,20.13
2022-08-29,STR039,21,30,0.78,0,0,0,100.0,18.39
2022-08-30,STR039,13,21,0.53,0,0,0,86.1,12.36
2022-08-31,STR039,18,28,1.39,0,0,0,100.0,15.92
2022-09-01,STR039,17,22,1.22,0,0,0,100.0,14.92
2022-09-02,STR039,21,37,0.24,0,0,0,100.0,16.16
2022-09-03,STR039,16,34,0.29,0,0,0,99.0,17.22
2022-09-04,STR039,13,28,1.36,0,0,0,75.9,10.54
2022-09-05,STR039,16,33,1.01,0,0,0,100.0,19.15
2022-09-06,STR039,8,21,0.49,0,0,0,53.9,9.81
2022-09-07,STR039,21,28,0.84,0,0,0,100.0,14.72
2022-09-08,STR039,14,34,1.31,0,0,0,91.2,18.3
2022-09-09,STR039,12,24,1.3,0,0,0,73.3,19.69
2022-09-10,STR039,16,24,0.74,0,0,0,96.9,24.74
2022-09-11,STR039,12,32,0.64,0,0,0,71.1,14.85
2022-09-12,STR039,12,23,1.18,0,0,1,63.1,17.66
2022-09-13,STR039,14,30,0.73,0,0,0,83.5,12.68
2022-09-14,STR039,20,34,1.17,0,0,0,100.0,17.08
2022-09-15,STR039,11,26,1.11,0,0,0,65.8,12.54
2022-09-16,STR039,11,17,0.64,0,0,0,61.1,18.67
2022-09-17,STR039,15,20,0.42,0,0,0,77.5,16.51
2022-09-18,STR039,17,33,1.13,0,0,0,100.0,17.74
2022-09-19,STR039,12,27,1.24,0,0,0,71.6,14.28
2022-09-20,STR039,17,30,0.9,0,0,0,100.0,15.34
2022-09-21,STR039,10,22,1.29,0,0,0,55.7,17.83
2022-09-22,STR039,13,26,0.22,0,0,0,86.1,16.86
2022-09-23,STR039,14,19,0.58,0,0,0,84.9,12.6
2022-09-24,STR039,11,20,1.42,0,0,0,65.8,15.08
2022-09-25,STR039,13,26,0.22,0,0,1,75.4,20.23
2022-09-26,STR039,19,35,0.72,0,0,0,100.0,17.37
2022-09-27,STR039,15,35,0.56,0,0,0,93.6,16.34
2022-09-28,STR039,22,38,0.65,0,0,0,100.0,21.16
2022-09-29,STR039,15,30,0.61,0,0,0,89.9,17.42
2022-09-30,STR039,14,26,1.37,0,0,0,80.7,20.44
2022-10-01,STR039,11,27,0.92,0,0,0,66.9,12.2
2022-10-02,STR039,15,22,0.31,0,0,0,82.0,19.92
2022-10-03,STR039,16,25,0.99,0,0,1,100.0,18.18
2022-10-04,STR039,13,18,0.49,0,0,0,81.8,19.47
2022-10-05,STR039,22,27,0.89,0,0,0,100.0,20.53
2022-10-06,STR039,18,33,0.19,0,0,0,100.0,12.62
2022-10-07,STR039,23,39,0.52,0,0,0,100.0,14.84
2022-10-08,STR039,18,23,0.54,0,0,0,100.0,13.24
2022-10-09,STR039,14,23,1.1,0,0,0,84.5,21.32
2022-10-10,STR039,16,35,0.54,0,0,0,90.4,17.16
2022-10-11,STR039,12,22,1.07,0,0,1,79.7,17.57
2022-10-12,STR039,10,16,0.91,0,0,0,58.2,16.78
2022-10-13,STR039,18,24,0.32,0,0,0,100.0,12.42
2022-10-14,STR039,23,38,0.65,0,0,0,100.0,12.47
2022-10-15,STR039,13,26,1.39,0,0,0,72.9,17.64
2022-10-16,STR039,15,30,0.4,0,0,0,83.6,14.8
2022-10-17,STR039,14,24,1.28,0,0,0,93.1,21.23
2022-10-18,STR039,11,20,0.91,0,0,0,61.8,10.41
2022-10-19,STR039,18,27,0.56,0,0,0,100.0,17.27
2022-10-20,STR039,14,23,0.19,0,0,0,85.1,14.97
2022-10-21,STR039,19,31,0.82,0,0,1,100.0,18.11
2022-10-22,STR039,17,31,1.47,0,0,0,98.9,18.92
2022-10-23,STR039,12,17,1.14,0,0,0,68.9,13.8
2022-10-24,STR039,19,34,0.35,0,0,0,100.0,13.45
2022-10-25,STR039,15,21,0.61,0,0,0,89.9,18.52
2022-10-26,STR039,10,25,0.48,0,0,0,45.1,17.66
2022-10-27,STR039,12,28,0.58,0,0,0,71.7,18.63
2022-10-28,STR039,16,27,0.21,0,0,0,93.6,17.56
2022-10-29,STR039,19,25,0.69,0,0,0,100.0,18.39
2022-10-30,STR039,17,35,0.65,0,0,0,100.0,18.22
2022-10-31,STR039,13,22,1.4,0,0,0,75.4,15.59
2022-11-01,STR039,18,29,1.27,0,0,0,100.0,22.27
2022-11-02,STR039,17,37,0.58,0,0,0,100.0,15.79
2022-11-03,STR039,21,27,1.38,0,0,1,100.0,14.2
2022-11-04,STR039,16,22,0.41,0,0,0,96.6,10.37
2022-11-05,STR039,28,48,0.6,0,0,1,100.0,17.76
2022-11-06,STR039,12,26,0.49,0,0,0,71.0,17.88
2022-11-07,STR039,23,38,0.35,0,0,0,100.0,23.86
2022-11-08,STR039,19,32,1.12,0,0,0,100.0,20.4
2022-11-09,STR039,16,36,0.97,0,0,0,96.1,15.21
2022-11-10,STR039,19,35,0.54,0,0,0,100.0,20.78
2022-11-11,STR039,10,20,0.83,0,0,1,58.1,15.45
2022-11-12,STR039,13,24,0.72,0,0,1,74.4,17.7
2022-11-13,STR039,15,32,1.23,0,0,0,90.1,20.54
2022-11-14,STR039,18,31,1.41,0,0,0,100.0,14.58
2022-11-15,STR039,16,29,0.65,0,0,0,100.0,14.97
2022-11-16,STR039,15,29,1.44,0,0,0,91.9,14.55
2022-11-17,STR039,12,19,0.57,0,0,0,76.8,18.1
2022-11-18,STR039,9,22,1.04,0,0,0,48.1,20.03
2022-11-19,STR039,12,31,1.47,0,0,0,69.6,18.66
2022-11-20,STR039,16,35,1.46,0,0,0,95.0,17.47
2022-11-21,STR039,19,29,0.81,0,0,0,100.0,17.48
2022-11-22,STR039,17,36,1.46,0,0,0,100.0,20.47
2022-11-23,STR039,14,20,0.48,0,0,1,78.9,20.16
2022-11-24,STR039,22,40,0.49,0,0,1,100.0,17.8
2022-11-25,STR039,21,39,0.96,0,0,0,100.0,16.17
2022-11-26,STR039,20,25,0.28,0,0,0,100.0,14.82
2022-11-27,STR039,16,25,0.28,0,0,0,96.1,15.27
2022-11-28,STR039,18,30,1.01,0,0,0,100.0,11.52
2022-11-29,STR039,16,34,0.68,0,0,0,95.4,15.54
2022-11-30,STR039,16,28,0.88,0,0,0,94.9,20.56
2022-12-01,STR039,15,24,0.62,0,0,0,80.8,22.8
2022-12-02,STR039,10,23,0.83,0,0,0,58.8,20.03
2022-12-03,STR039,15,23,1.45,0,0,0,91.2,22.53
2022-12-04,STR039,16,23,0.24,0,0,0,100.0,18.87
2022-12-05,STR039,12,26,0.64,0,0,0,77.9,18.9
2022-12-06,STR039,16,35,0.29,0,0,0,93.6,17.75
2022-12-07,STR039,15,29,1.03,0,0,0,80.2,17.56
2022-12-08,STR039,12,22,1.04,0,0,0,69.0,17.23
2022-12-09,STR039,21,27,0.1,0,0,0,100.0,22.9
2022-12-10,STR039,12,20,1.38,0,0,0,71.3,18.24
2022-12-11,STR039,11,27,0.91,0,0,0,57.2,17.87
2022-12-12,STR039,21,28,0.4,0,0,0,100.0,17.34
2022-12-13,STR039,17,31,1.47,0,0,0,100.0,10.75
2022-12-14,STR039,16,30,0.8,0,0,0,100.0,15.95
2022-12-15,STR039,18,35,0.91,0,0,0,100.0,13.74
2022-12-16,STR039,17,33,1.33,0,0,0,89.6,16.36
2022-12-17,STR039,10,21,1.43,0,0,0,61.0,17.37
2022-12-18,STR039,13,33,0.6,0,0,0,77.0,16.03
2022-12-19,STR039,13,19,0.11,0,0,0,78.1,11.66
2022-12-20,STR039,13,28,0.89,0,0,0,81.4,21.13
2022-12-21,STR039,15,30,0.65,0,0,1,98.2,19.7
2022-12-22,STR039,12,21,0.15,0,0,0,68.9,16.89
2022-12-23,STR039,18,34,0.22,0,0,0,100.0,16.1
2022-12-24,STR039,14,26,0.75,0,0,0,84.7,20.19
2022-12-25,STR039,7,26,0.45,0,0,0,41.8,17.89
2022-12-26,STR039,15,24,0.89,0,0,0,90.4,14.13
2022-12-27,STR039,23,29,0.68,0,0,0,100.0,18.34
2022-12-28,STR039,7,24,1.08,0,0,0,47.8,20.21
2022-12-29,STR039,16,31,0.92,0,0,0,97.5,16.62
2022-12-30,STR039,21,37,0.24,0,0,0,100.0,17.51
2022-12-31,STR039,19,27,0.77,0,0,0,100.0,13.94
2023-01-01,STR039,12,27,0.28,0,0,0,75.1,17.15
2023-01-02,STR039,18,29,1.49,0,0,0,100.0,16.51
2023-01-03,STR039,17,23,0.98,0,0,0,100.0,18.84
2023-01-04,STR039,17,30,1.42,0,0,0,100.0,17.48
2023-01-05,STR039,18,23,0.19,0,0,0,99.1,15.4
2023-01-06,STR039,10,16,0.74,0,0,0,60.2,16.46
2023-01-07,STR039,14,26,0.27,0,0,0,89.3,18.58
2023-01-08,STR039,17,31,0.58,0,0,0,100.0,15.07
2023-01-09,STR039,11,18,1.14,0,0,0,63.4,15.03
2023-01-10,STR039,21,41,1.12,0,0,0,100.0,21.57
2023-01-11,STR039,15,26,1.39,0,0,0,94.3,20.64
2023-01-12,STR039,17,35,0.15,0,0,0,100.0,16.55
2023-01-13,STR039,9,26,0.85,0,0,0,53.3,19.75
2023-01-14,STR039,12,21,0.51,0,0,0,76.8,15.98
2023-01-15,STR039,24,31,0.84,0,0,0,100.0,13.76
2023-01-16,STR039,16,24,0.97,0,0,0,95.4,21.6
2023-01-17,STR039,8,15,0.76,0,0,0,55.5,17.11
2023-01-18,STR039,12,17,0.87,0,0,1,69.6,21.0
2023-01-19,STR039,11,17,1.0,0,0,0,58.6,17.92
2023-01-20,STR039,14,34,1.32,0,0,0,82.6,15.67
2023-01-21,STR039,17,26,0.17,0,0,0,100.0,13.73
2023-01-22,STR039,18,31,1.05,0,0,0,100.0,21.2
2023-01-23,STR039,18,32,1.25,0,0,0,100.0,17.76
2023-01-24,STR039,13,22,1.02,0,0,0,71.1,16.17
2023-01-25,STR039,8,23,0.17,0,0,0,47.7,19.65
2023-01-26,STR039,8,22,0.41,0,0,0,47.1,16.78
2023-01-27,STR039,11,18,0.98,0,0,0,61.0,22.03
2023-01-28,STR039,20,38,1.14,0,0,0,100.0,14.1
2023-01-29,STR039,14,19,0.44,0,0,1,87.1,18.32
2023-01-30,STR039,9,23,0.27,0,0,0,56.1,16.9
2023-01-31,STR039,8,17,0.34,0,0,0,48.3,18.92
2023-02-01,STR039,13,33,1.29,0,1,0,68.1,14.23
2023-02-02,STR039,14,30,1.33,0,0,0,83.5,20.6
2023-02-03,STR039,15,27,0.15,0,0,0,89.4,16.82
2023-02-04,STR039,16,27,0.91,0,0,0,100.0,18.83
2023-02-05,STR039,18,34,1.39,0,0,0,98.5,14.3
2023-02-06,STR039,19,24,0.65,0,0,0,100.0,18.66
2023-02-07,STR039,10,26,0.83,0,0,0,62.2,17.17
2023-02-08,STR039,9,21,1.21,0,0,0,60.5,13.93
2023-02-09,STR039,13,21,0.32,0,0,0,76.4,15.7
2023-02-10,STR039,14,28,0.2,0,0,1,88.4,14.14
2023-02-11,STR039,19,39,0.39,0,0,0,100.0,15.35
2023-02-12,STR039,15,25,1.41,0,0,0,86.1,13.5
2023-02-13,STR039,12,24,1.15,0,0,0,70.7,12.03
2023-02-14,STR039,12,23,1.19,0,0,1,65.7,19.65
2023-02-15,STR039,17,37,0.7,0,0,0,100.0,17.71
2023-02-16,STR039,11,28,0.83,0,0,0,63.1,16.76
2023-02-17,STR039,10,25,0.63,0,0,0,62.9,20.04
2023-02-18,STR039,17,28,1.46,0,0,0,100.0,15.84
2023-02-19,STR039,19,39,0.97,0,0,0,100.0,18.86
2023-02-20,STR039,18,28,0.98,0,0,1,100.0,13.91
2023-02-21,STR039,15,25,0.62,0,0,0,89.6,18.84
2023-02-22,STR039,13,27,1.42,0,0,0,77.2,17.41
2023-02-23,STR039,20,26,0.91,0,0,0,100.0,14.89
2023-02-24,STR039,16,24,0.9,0,0,0,97.9,17.42
2023-02-25,STR039,19,35,0.46,0,0,0,100.0,15.03
2023-02-26,STR039,20,33,0.42,0,0,1,100.0,14.74
2023-02-27,STR039,25,41,1.37,0,0,0,100.0,21.48
2023-02-28,STR039,17,23,0.27,0,0,0,100.0,16.74
2023-03-01,STR039,19,37,0.41,0,0,0,100.0,15.01
2023-03-02,STR039,15,34,1.41,0,0,0,98.5,14.97
2023-03-03,STR039,14,32,0.68,0,0,0,87.1,14.44
2023-03-04,STR039,19,39,0.58,0,0,0,100.0,22.26
2023-03-05,STR039,15,26,1.49,0,0,0,90.4,14.72
2023-03-06,STR039,17,24,1.1,0,0,0,100.0,17.75
2023-03-07,STR039,17,34,1.47,0,0,0,96.8,20.51
2023-03-08,STR039,17,23,0.63,0,0,0,100.0,13.35
2023-03-09,STR039,10,19,0.57,0,0,0,61.2,15.97
2023-03-10,STR039,23,36,0.68,0,0,0,100.0,17.06
2023-03-11,STR039,17,23,1.22,0,0,0,99.3,17.69
2023-03-12,STR039,23,34,0.84,0,0,0,100.0,20.78
2023-03-13,STR039,17,25,0.77,0,0,0,100.0,16.81
2023-03-14,STR039,16,25,0.26,0,0,0,98.6,17.23
2023-03-15,STR039,8,28,0.58,0,0,0,48.4,18.74
2023-03-16,STR039,20,36,1.25,0,0,0,100.0,16.88
2023-03-17,STR039,19,34,0.82,0,0,0,100.0,13.13
2023-03-18,STR039,7,14,0.12,0,0,1,41.0,16.33
2023-03-19,STR039,19,39,1.08,0,0,0,100.0,18.81
2023-03-20,STR039,14,33,0.31,0,0,0,81.8,19.6
2023-03-21,STR039,14,28,1.35,0,0,1,81.3,16.71
2023-03-22,STR039,13,29,1.49,0,0,1,77.2,16.29
2023-03-23,STR039,11,28,1.11,0,0,1,61.1,10.25
2023-03-24,STR039,19,38,1.11,0,0,0,100.0,14.75
2023-03-25,STR039,11,26,1.15,0,0,0,59.9,14.73
2023-03-26,STR039,15,20,0.26,0,0,0,92.7,18.14
2023-03-27,STR039,10,22,0.5,0,0,0,63.1,15.13
2023-03-28,STR039,16,24,0.69,0,0,0,92.5,20.53
2023-03-29,STR039,12,20,0.87,0,0,0,62.8,16.42
2023-03-30,STR039,16,32,0.7,0,0,1,96.9,14.78
2023-03-31,STR039,20,39,0.88,0,0,0,100.0,14.67
2023-04-01,STR039,14,20,0.46,0,0,0,76.5,17.15
2023-04-02,STR039,17,28,1.37,0,0,0,100.0,12.78
2023-04-03,STR039,26,33,1.44,0,0,0,100.0,15.47
2023-04-04,STR039,17,24,0.54,0,0,0,100.0,14.39
2023-04-05,STR039,19,29,0.99,0,0,0,100.0,15.12
2023-04-06,STR039,15,26,0.47,0,0,0,92.9,20.34
2023-04-07,STR039,14,19,0.19,0,0,0,77.8,14.44
2023-04-08,STR039,22,39,0.38,0,0,0,100.0,17.07
2023-04-09,STR039,17,30,0.99,0,0,0,100.0,18.53
2023-04-10,STR039,15,23,0.13,0,0,0,87.2,15.41
2023-04-11,STR039,14,34,0.19,0,0,0,73.0,15.42
2023-04-12,STR039,15,20,1.3,0,0,0,91.3,10.7
2023-04-13,STR039,17,24,1.01,0,0,0,100.0,21.0
2023-04-14,STR039,22,30,0.41,0,0,0,100.0,25.01
2023-04-15,STR039,15,30,0.42,0,0,0,100.0,20.81
2023-04-16,STR039,18,33,0.17,0,0,0,98.3,20.96
2023-04-17,STR039,16,30,0.83,0,0,0,100.0,11.41
2023-04-18,STR039,14,25,0.66,0,0,0,80.4,21.03
2023-04-19,STR039,19,28,0.91,0,0,0,100.0,17.9
2023-04-20,STR039,15,23,0.86,0,0,0,89.6,17.19
2023-04-21,STR039,14,21,0.59,0,0,1,79.5,16.15
2023-04-22,STR039,13,18,1.24,0,0,0,77.1,13.5
2023-04-23,STR039,10,18,0.64,0,0,0,58.2,12.58
2023-04-24,STR039,31,50,0.54,0,0,0,100.0,16.28
2023-04-25,STR039,17,31,0.13,0,0,0,100.0,19.22
2023-04-26,STR039,9,21,0.9,0,0,0,51.2,13.15
2023-04-27,STR039,12,29,0.21,0,0,0,71.8,17.95
2023-04-28,STR039,14,31,1.48,0,0,0,76.3,19.79
2023-04-29,STR039,10,19,0.44,0,0,0,70.9,15.09
2023-04-30,STR039,9,27,0.18,0,0,0,49.8,20.62
2023-05-01,STR039,15,26,1.5,0,0,0,88.6,14.11
2023-05-02,STR039,8,14,0.81,0,0,0,49.9,22.22
2023-05-03,STR039,19,33,1.21,0,0,0,100.0,19.81
2023-05-04,STR039,21,33,1.38,0,0,0,100.0,15.5
2023-05-05,STR039,15,21,0.9,0,0,0,84.7,15.6
2023-05-06,STR039,14,34,1.41,0,0,0,85.0,21.45
2023-05-07,STR039,11,16,1.19,0,0,0,72.4,16.84
2023-05-08,STR039,20,40,1.0,0,0,1,100.0,18.08
2023-05-09,STR039,14,31,0.51,0,0,0,84.9,16.37
2023-05-10,STR039,19,34,0.18,0,0,0,100.0,20.48
2023-05-11,STR039,19,38,0.51,0,0,1,100.0,15.81
2023-05-12,STR039,19,37,0.83,0,0,0,100.0,15.62
2023-05-13,STR039,13,26,0.81,0,0,0,80.1,18.19
2023-05-14,STR039,17,34,0.61,0,0,0,100.0,24.91
2023-05-15,STR039,18,28,0.41,0,0,0,100.0,19.76
2023-05-16,STR039,17,31,0.5,0,0,0,98.0,23.19
2023-05-17,STR039,19,27,1.16,0,0,0,100.0,15.3
2023-05-18,STR039,19,38,0.4,0,0,1,100.0,14.02
2023-05-19,STR039,17,36,1.23,0,0,0,100.0,14.18
2023-05-20,STR039,22,31,0.56,0,0,0,100.0,19.78
2023-05-21,STR039,8,18,0.23,0,0,0,51.6,17.73
2023-05-22,STR039,12,24,0.35,0,0,0,73.2,17.0
2023-05-23,STR039,19,28,0.71,0,0,0,100.0,16.74
2023-05-24,STR039,12,18,1.39,0,0,0,74.3,20.57
2023-05-25,STR039,14,31,0.28,0,0,0,92.2,17.85
2023-05-26,STR039,14,20,1.25,0,0,0,93.0,17.38
2023-05-27,STR039,15,30,0.52,0,0,0,93.7,24.28
2023-05-28,STR039,15,22,0.51,0,0,1,92.0,19.9
2023-05-29,STR039,23,36,0.23,0,0,0,100.0,17.38
2023-05-30,STR039,16,34,0.54,0,0,0,96.6,17.94
2023-05-31,STR039,13,33,1.23,0,0,0,67.3,17.39
2023-06-01,STR039,13,33,0.12,0,0,0,70.4,18.34
2023-06-02,STR039,17,36,0.11,0,0,0,100.0,17.73
2023-06-03,STR039,18,31,1.19,0,0,0,100.0,19.12
2023-06-04,STR039,12,29,1.3,0,0,0,74.4,16.75
2023-06-05,STR039,19,36,0.75,0,0,1,100.0,13.72
2023-06-06,STR039,14,23,0.4,0,0,0,83.8,17.31
2023-06-07,STR039,22,33,1.02,0,0,0,100.0,17.18
2023-06-08,STR039,12,32,1.39,0,0,0,73.2,20.75
2023-06-09,STR039,11,20,0.63,0,0,0,73.9,16.44
2023-06-10,STR039,9,14,0.45,0,0,0,60.5,19.15
2023-06-11,STR039,13,33,0.36,0,0,0,75.2,20.33
2023-06-12,STR039,11,16,0.66,0,0,0,62.7,18.71
2023-06-13,STR039,13,31,0.9,0,0,0,87.6,21.43
2023-06-14,STR039,15,28,1.24,0,0,0,91.0,18.25
2023-06-15,STR039,18,31,0.27,0,0,0,99.1,14.44
2023-06-16,STR039,18,29,0.78,0,0,0,100.0,14.28
2023-06-17,STR039,19,38,1.41,0,0,0,100.0,18.36
2023-06-18,STR039,17,26,0.28,0,0,0,100.0,18.44
2023-06-19,STR039,15,29,0.99,0,0,0,89.5,20.67
2023-06-20,STR039,15,23,1.45,0,0,1,86.1,18.64
2023-06-21,STR039,14,22,0.66,0,0,0,87.3,16.32
2023-06-22,STR039,14,25,1.34,0,0,0,83.6,22.23
2023-06-23,STR039,9,23,1.25,0,0,0,53.1,16.76
2023-06-24,STR039,17,32,0.12,0,0,1,100.0,14.51
2023-06-25,STR039,18,37,0.31,0,0,0,100.0,12.27
2023-06-26,STR039,12,26,0.91,0,0,0,83.9,21.05
2023-06-27,STR039,18,29,0.94,0,0,0,100.0,20.79
2023-06-28,STR039,18,36,0.25,0,0,0,100.0,20.15
2023-06-29,STR039,20,36,0.86,0,0,0,100.0,17.12
2023-06-30,STR039,10,17,0.36,0,0,0,66.3,16.07
2023-07-01,STR039,9,22,0.34,0,0,0,61.4,13.25
2023-07-02,STR039,19,31,0.22,0,0,0,100.0,19.43
2023-07-03,STR039,16,24,0.44,0,0,1,100.0,15.95
2023-07-04,STR039,15,31,0.93,0,0,0,87.4,19.38
2023-07-05,STR039,14,20,1.01,0,0,0,77.5,14.41
2023-07-06,STR039,17,29,0.4,0,0,1,100.0,21.64
2023-07-07,STR039,21,41,1.43,0,0,0,100.0,16.03
2023-07-08,STR039,15,21,0.99,0,0,0,89.0,14.09
2023-07-09,STR039,24,32,0.12,0,0,0,100.0,23.98
2023-07-10,STR039,12,22,1.46,0,0,0,73.2,18.15
2023-07-11,STR039,9,28,1.09,0,0,0,52.7,13.01
2023-07-12,STR039,20,29,1.16,0,0,0,100.0,13.1
2023-07-13,STR039,14,33,1.41,0,0,0,79.6,18.68
2023-07-14,STR039,12,22,0.13,0,0,1,72.5,20.09
2023-07-15,STR039,14,28,0.17,0,0,0,80.1,14.53
2023-07-16,STR039,10,30,0.5,0,0,0,61.8,16.33
2023-07-17,STR039,17,30,0.99,0,0,1,100.0,15.54
2023-07-18,STR039,20,28,0.74,0,0,0,100.0,14.2
2023-07-19,STR039,16,22,1.33,0,0,0,93.5,21.41
2023-07-20,STR039,13,28,1.43,0,0,0,80.5,21.0
2023-07-21,STR039,18,33,1.36,0,0,0,100.0,12.96
2023-07-22,STR039,22,33,1.06,0,0,0,100.0,12.67
2023-07-23,STR039,13,28,0.71,0,0,0,84.3,19.43
2023-07-24,STR039,14,22,0.62,0,0,0,83.7,11.7
2023-07-25,STR039,8,19,0.89,0,0,0,49.8,16.9
2023-07-26,STR039,20,25,0.55,0,0,0,100.0,20.42
2023-07-27,STR039,14,27,0.75,0,0,0,78.4,16.11
2023-07-28,STR039,25,34,0.38,0,0,0,100.0,14.14
2023-07-29,STR039,10,18,0.89,0,0,1,63.8,16.57
2023-07-30,STR039,17,33,1.45,0,0,0,100.0,15.44
2023-07-31,STR039,15,34,0.11,0,0,0,91.9,16.97
2023-08-01,STR039,15,31,0.35,0,0,0,92.8,18.82
2023-08-02,STR039,16,30,1.43,0,0,0,100.0,11.31
2023-08-03,STR039,16,34,1.16,0,0,0,95.6,19.62
2023-08-04,STR039,24,39,0.36,0,0,0,100.0,20.54
2023-08-05,STR039,21,26,1.39,0,0,0,100.0,14.45
2023-08-06,STR039,9,17,0.11,0,0,1,54.0,19.04
2023-08-07,STR039,8,21,0.14,0,0,0,53.1,19.75
2023-08-08,STR039,12,24,0.9,0,0,0,79.6,16.31
2023-08-09,STR039,23,33,0.57,0,0,0,100.0,16.1
2023-08-10,STR039,20,28,1.36,0,0,0,100.0,19.88
2023-08-11,STR039,22,31,1.31,0,0,0,100.0,11.67
2023-08-12,STR039,14,23,0.37,0,0,0,79.3,13.43
2023-08-13,STR039,17,27,0.83,0,0,0,100.0,15.67
2023-08-14,STR039,13,24,1.46,0,0,1,83.0,14.2
2023-08-15,STR039,17,30,0.49,0,0,0,100.0,18.44
2023-08-16,STR039,12,24,0.93,0,0,0,74.1,21.57
2023-08-17,STR039,20,37,0.93,0,0,0,100.0,21.93
2023-08-18,STR039,20,30,0.4,0,0,0,100.0,16.55
2023-08-19,STR039,12,24,0.32,0,0,0,65.6,11.53
2023-08-20,STR039,20,32,1.0,0,0,0,100.0,17.52
2023-08-21,STR039,18,27,0.28,0,0,0,100.0,13.42
2023-08-22,STR039,16,27,0.22,0,0,0,96.7,21.33
2023-08-23,STR039,18,34,1.34,0,0,0,100.0,16.63
2023-08-24,STR039,16,22,0.19,0,0,0,92.5,20.74
