date,city,unemployment_rate,consumer_sentiment,foot_traffic_index,gas_price_per_gallon,cpi_food_away_home,local_population,restaurant_industry_index
2023-04-26,Dallas,5.1,69.2,94.0,3.82,266.99,64000,99.7
2023-04-27,Dallas,5.09,69.2,94.2,3.44,268.63,64000,100.3
2023-04-28,Dallas,4.99,68.7,94.0,3.47,267.32,64000,102.2
2023-04-29,Dallas,4.99,69.1,94.0,3.47,266.49,64000,99.6
2023-04-30,Dallas,4.91,69.5,94.1,3.44,266.74,64000,101.8
2023-05-01,Dallas,4.93,69.5,93.5,2.9,267.96,64000,103.4
2023-05-02,Dallas,4.96,69.6,94.5,3.96,268.64,64000,99.8
2023-05-03,Dallas,4.97,69.6,95.2,3.22,266.74,64000,98.7
2023-05-04,Dallas,4.92,69.9,95.3,3.76,267.27,64000,101.6
2023-05-05,Dallas,4.84,69.8,95.2,3.73,268.15,64000,102.1
2023-05-06,Dallas,4.91,70.1,95.6,3.65,265.96,64000,104.2
2023-05-07,Dallas,4.89,70.3,95.4,3.51,266.65,64000,97.8
2023-05-08,Dallas,4.9,70.0,95.2,3.82,268.84,64000,100.8
2023-05-09,Dallas,4.85,69.6,96.0,3.76,268.0,64000,95.2
2023-05-10,Dallas,4.92,69.3,95.9,4.04,266.42,64000,100.1
2023-05-11,Dallas,4.9,68.8,95.9,3.3,268.21,64000,99.9
2023-05-12,Dallas,4.94,68.8,96.3,3.46,266.38,64000,102.4
2023-05-13,Dallas,4.94,69.2,96.9,3.85,267.42,64000,100.9
2023-05-14,Dallas,5.02,69.0,97.4,3.46,268.24,64000,101.1
2023-05-15,Dallas,5.09,69.3,97.2,3.41,267.46,64000,104.1
2023-05-16,Dallas,5.02,69.5,96.5,3.47,266.55,64000,101.4
2023-05-17,Dallas,5.01,69.7,97.1,3.9,269.18,64000,98.6
2023-05-18,Dallas,5.07,69.7,97.4,3.28,267.94,64000,100.3
2023-05-19,Dallas,5.1,69.6,97.4,3.34,267.06,64000,100.1
2023-05-20,Dallas,5.03,70.2,97.7,3.67,267.32,64000,98.4
2023-05-21,Dallas,5.15,69.7,97.4,2.99,267.33,64000,101.4
2023-05-22,Dallas,5.13,69.3,97.3,3.83,267.05,64000,98.7
2023-05-23,Dallas,5.16,69.4,97.0,3.2,265.23,64000,100.8
2023-05-24,Dallas,5.14,69.2,97.0,3.57,268.72,64000,102.5
2023-05-25,Dallas,5.21,69.5,97.0,3.55,267.19,64000,98.8
2023-05-26,Dallas,5.16,69.4,96.9,3.58,268.58,64000,102.1
2023-05-27,Dallas,5.17,69.4,97.2,3.47,269.42,64000,100.0
2023-05-28,Dallas,5.17,68.9,97.4,3.5,267.28,64000,95.7
2023-05-29,Dallas,5.22,69.0,96.9,3.57,269.38,64000,100.9
2023-05-30,Dallas,5.23,69.0,97.4,3.68,267.51,64000,99.7
2023-05-31,Dallas,5.21,69.0,97.4,3.45,270.04,64000,103.5
2023-06-01,Dallas,5.31,69.0,96.8,3.21,267.03,64000,100.7
2023-06-02,Dallas,5.21,69.4,96.7,3.05,266.41,64000,101.8
2023-06-03,Dallas,5.2,69.6,96.1,3.79,267.11,64000,99.2
2023-06-04,Dallas,5.16,68.8,95.6,3.81,266.48,64000,99.7
2023-06-05,Dallas,5.2,68.6,95.2,3.34,268.57,64000,96.2
2023-06-06,Dallas,5.27,68.2,94.4,3.66,269.9,64000,100.3
2023-06-07,Dallas,5.28,68.5,94.7,3.5,267.37,64000,101.4
2023-06-08,Dallas,5.3,68.5,94.8,3.17,267.44,64000,102.0
2023-06-09,Dallas,5.28,68.3,95.2,3.58,267.63,64000,98.4
2023-06-10,Dallas,5.23,68.0,95.3,3.55,267.57,64000,100.6
2023-06-11,Dallas,5.19,68.0,95.1,3.83,267.77,64000,100.7
2023-06-12,Dallas,5.23,67.9,95.4,3.4,268.15,64000,98.6
2023-06-13,Dallas,5.23,68.1,94.6,3.62,267.45,64000,102.3
2023-06-14,Dallas,5.29,68.2,94.7,3.46,267.14,64000,100.6
2023-06-15,Dallas,5.36,67.9,94.5,3.16,269.3,64000,98.6
2023-06-16,Dallas,5.37,67.9,94.4,3.49,268.23,64000,99.1
2023-06-17,Dallas,5.42,67.8,94.3,3.16,268.34,64000,101.2
2023-06-18,Dallas,5.35,67.5,94.9,3.18,267.59,64000,100.7
2023-06-19,Dallas,5.35,67.4,94.7,3.41,266.93,64000,98.0
2023-06-20,Dallas,5.32,67.6,94.7,2.89,267.32,64000,101.2
2023-06-21,Dallas,5.33,66.8,94.5,2.95,269.48,64000,100.9
2023-06-22,Dallas,5.26,66.5,94.3,3.62,269.07,64000,95.9
2023-06-23,Dallas,5.2,66.6,94.4,3.62,268.14,64000,98.9
2023-06-24,Dallas,5.13,66.7,94.9,2.76,269.12,64000,101.8
2023-06-25,Dallas,5.14,66.4,94.8,3.4,270.38,64000,102.4
2023-06-26,Dallas,5.21,66.5,94.0,3.49,269.39,64000,100.1
2023-06-27,Dallas,5.32,66.5,93.6,3.85,268.9,64000,99.3
2023-06-28,Dallas,5.32,66.3,94.0,3.84,268.92,64000,100.0
2023-06-29,Dallas,5.4,67.0,93.8,3.84,265.98,64000,97.9
2023-06-30,Dallas,5.43,66.7,93.5,3.73,268.18,64000,101.3
2023-07-01,Dallas,5.39,66.7,93.7,3.26,269.34,64000,98.9
2023-07-02,Dallas,5.26,66.5,94.0,2.9,267.66,64000,101.4
2023-07-03,Dallas,5.29,66.5,93.9,3.37,269.27,64000,103.0
2023-07-04,Dallas,5.26,66.3,94.4,3.49,269.38,64000,103.7
2023-07-05,Dallas,5.23,66.6,94.5,3.95,266.59,64000,102.6
2023-07-06,Dallas,5.17,66.4,93.9,2.77,268.54,64000,101.1
2023-07-07,Dallas,5.19,66.9,94.6,3.34,268.82,64000,98.8
2023-07-08,Dallas,5.12,66.9,95.0,3.19,269.62,64000,99.0
2023-07-09,Dallas,5.19,66.1,94.8,4.01,269.15,64000,100.2
2023-07-10,Dallas,5.22,66.4,94.7,3.18,267.75,64000,95.8
2023-07-11,Dallas,5.21,65.7,94.8,3.18,266.93,64000,102.0
2023-07-12,Dallas,5.28,65.7,94.6,3.39,268.85,64000,98.6
2023-07-13,Dallas,5.23,66.0,94.0,3.05,268.86,64000,98.2
2023-07-14,Dallas,5.18,65.6,93.8,3.07,268.85,64000,99.8
2023-07-15,Dallas,5.13,65.3,93.3,3.66,267.35,64000,99.4
2023-07-16,Dallas,5.15,65.1,93.0,3.44,267.81,64000,100.3
2023-07-17,Dallas,5.15,64.8,92.7,3.31,269.2,64000,100.4
2023-07-18,Dallas,5.15,64.9,92.5,3.29,268.84,64000,100.2
2023-07-19,Dallas,5.14,65.0,92.4,3.95,268.72,64000,100.8
2023-07-20,Dallas,5.12,65.1,93.2,3.88,268.47,64000,100.6
2023-07-21,Dallas,5.07,65.0,94.2,3.44,267.42,64000,98.8
2023-07-22,Dallas,5.04,65.2,93.8,3.12,268.72,64000,95.1
2023-07-23,Dallas,5.06,64.8,93.7,3.53,267.65,64000,97.1
2023-07-24,Dallas,5.11,64.7,94.2,3.06,267.53,64000,104.9
2023-07-25,Dallas,5.15,64.6,94.5,3.46,268.11,64000,103.7
2023-07-26,Dallas,5.08,64.4,94.3,4.06,268.14,64000,97.5
2023-07-27,Dallas,5.08,64.5,94.3,3.43,269.47,64000,99.4
2023-07-28,Dallas,5.11,64.8,94.6,3.45,269.86,64000,102.3
2023-07-29,Dallas,5.09,65.2,94.9,3.29,268.73,64000,95.2
2023-07-30,Dallas,5.02,66.0,95.1,3.38,270.05,64000,97.0
2023-07-31,Dallas,5.06,66.0,95.2,3.42,267.33,64000,101.1
2023-08-01,Dallas,4.99,66.1,95.5,3.79,269.48,64000,102.4
2023-08-02,Dallas,4.98,66.6,95.0,2.89,269.18,64000,99.7
2023-08-03,Dallas,4.98,66.4,95.3,3.24,268.77,64000,96.5
2023-08-04,Dallas,4.84,66.3,95.2,3.49,270.65,64000,101.9
2023-08-05,Dallas,4.78,66.6,95.1,3.64,268.65,64000,99.9
2023-08-06,Dallas,4.79,66.7,95.2,3.31,267.58,64000,104.4
2023-08-07,Dallas,4.77,66.8,95.7,3.45,269.0,64000,98.2
2023-08-08,Dallas,4.86,66.2,95.6,3.3,269.11,64000,101.7
2023-08-09,Dallas,4.87,66.0,96.4,3.74,268.05,64000,100.2
2023-08-10,Dallas,4.82,66.1,96.1,3.39,268.0,64000,100.8
2023-08-11,Dallas,4.82,66.0,96.4,3.55,267.87,64000,103.2
2023-08-12,Dallas,4.9,66.3,96.0,3.78,268.6,64000,99.5
2023-08-13,Dallas,4.96,66.4,96.3,3.55,268.37,64000,98.1
2023-08-14,Dallas,4.96,66.2,96.6,3.9,267.21,64000,100.7
2023-08-15,Dallas,4.91,66.2,97.2,3.51,267.98,64000,99.7
2023-08-16,Dallas,4.89,66.1,97.6,3.33,269.89,64000,100.7
2023-08-17,Dallas,4.82,66.5,97.7,3.56,269.61,64000,102.2
2023-08-18,Dallas,4.83,66.1,97.8,3.59,269.73,64000,99.4
2023-08-19,Dallas,4.72,65.8,98.4,3.3,269.8,64000,101.4
2023-08-20,Dallas,4.72,65.7,98.6,4.12,267.81,64000,100.0
2023-08-21,Dallas,4.68,65.4,98.2,3.44,271.21,64000,98.3
2023-08-22,Dallas,4.77,65.3,98.4,3.42,271.04,64000,101.8
2023-08-23,Dallas,4.7,64.9,98.6,3.19,268.47,64000,101.2
2023-08-24,Dallas,4.71,64.6,98.4,3.6,269.87,64000,99.8
2023-08-25,Dallas,4.74,64.7,99.1,3.23,270.38,64000,100.1
2023-08-26,Dallas,4.73,64.6,99.1,3.34,271.36,64000,102.5
2023-08-27,Dallas,4.81,63.9,99.1,3.73,268.49,64000,102.5
2023-08-28,Dallas,4.8,63.5,99.1,3.22,269.95,64000,99.6
2023-08-29,Dallas,4.76,64.0,98.4,3.78,268.88,64000,98.1
2023-08-30,Dallas,4.87,64.4,98.3,3.72,267.35,64000,101.9
2023-08-31,Dallas,4.85,64.5,98.6,3.8,269.52,64000,96.6
2023-09-01,Dallas,4.91,65.0,98.4,3.45,270.23,64000,100.4
2023-09-02,Dallas,4.82,65.0,98.6,3.2,269.02,64000,100.1
2023-09-03,Dallas,4.85,64.8,98.7,3.72,269.4,64000,96.3
2023-09-04,Dallas,4.89,64.8,99.2,3.95,270.28,64000,97.9
2023-09-05,Dallas,4.78,64.7,99.3,3.15,270.04,64000,98.9
2023-09-06,Dallas,4.71,64.8,99.0,3.75,269.32,64000,105.1
2023-09-07,Dallas,4.69,64.9,98.3,3.58,267.12,64000,98.2
2023-09-08,Dallas,4.75,64.6,98.6,4.47,267.91,64000,100.6
2023-09-09,Dallas,4.72,64.2,98.9,3.94,270.39,64000,98.8
2023-09-10,Dallas,4.63,64.3,98.4,3.72,270.28,64000,100.7
2023-09-11,Dallas,4.62,64.1,99.1,2.82,268.48,64000,99.0
2023-09-12,Dallas,4.67,64.3,99.9,3.84,267.82,64000,99.2
2023-09-13,Dallas,4.63,64.0,99.5,3.5,271.53,64000,100.6
2023-09-14,Dallas,4.6,63.8,99.0,3.26,267.66,64000,100.3
2023-09-15,Dallas,4.6,64.1,98.4,3.52,269.89,64000,105.7
2023-09-16,Dallas,4.75,64.2,99.1,3.42,269.91,64000,96.5
2023-09-17,Dallas,4.75,64.5,99.2,3.84,270.2,64000,100.5
2023-09-18,Dallas,4.84,64.7,99.0,3.13,267.86,64000,97.8
2023-09-19,Dallas,4.83,64.8,98.7,3.45,269.85,64000,101.3
2023-09-20,Dallas,4.75,64.8,99.2,3.61,269.37,64000,101.7
2023-09-21,Dallas,4.76,64.8,98.9,3.17,268.97,64000,98.8
2023-09-22,Dallas,4.85,64.7,99.4,3.18,269.84,64000,102.2
2023-09-23,Dallas,4.84,64.7,99.8,3.34,272.02,64000,100.9
2023-09-24,Dallas,4.86,65.1,99.8,3.61,271.29,64000,99.7
2023-09-25,Dallas,4.84,65.2,100.1,3.82,268.94,64000,102.5
2023-09-26,Dallas,4.88,65.3,99.9,3.46,266.96,64000,101.4
2023-09-27,Dallas,4.94,65.2,100.2,3.52,269.92,64000,100.5
2023-09-28,Dallas,4.93,64.6,100.6,3.32,270.23,64000,101.1
2023-09-29,Dallas,4.92,64.4,100.7,3.45,270.37,64000,98.6
2023-09-30,Dallas,4.9,64.2,100.8,3.62,269.83,64000,95.1
2023-10-01,Dallas,4.88,64.5,100.5,4.05,268.4,64000,100.8
2023-10-02,Dallas,4.86,64.5,99.6,3.66,269.7,64000,101.1
2023-10-03,Dallas,4.91,63.6,98.9,3.69,268.98,64000,100.5
2023-10-04,Dallas,4.99,63.5,99.6,3.78,270.44,64000,101.3
2023-10-05,Dallas,4.99,62.9,98.9,3.42,269.38,64000,100.4
2023-10-06,Dallas,5.0,63.0,98.8,3.37,270.18,64000,100.2
2023-10-07,Dallas,4.99,62.9,99.0,3.43,269.92,64000,98.1
2023-10-08,Dallas,5.0,63.0,99.2,3.53,270.43,64000,100.4
2023-10-09,Dallas,5.02,62.5,99.3,3.7,270.0,64000,97.8
2023-10-10,Dallas,5.03,63.3,99.0,3.65,268.96,64000,100.4
2023-10-11,Dallas,5.05,63.1,99.1,2.9,269.81,64000,105.3
2023-10-12,Dallas,5.0,62.8,99.5,3.66,270.62,64000,99.3
2023-10-13,Dallas,5.07,62.7,98.9,3.41,270.12,64000,100.3
2023-10-14,Dallas,4.98,62.7,98.8,4.12,269.87,64000,99.5
2023-10-15,Dallas,5.04,62.4,98.6,3.84,268.91,64000,100.6
2023-10-16,Dallas,4.97,62.0,99.2,3.09,270.26,64000,102.0
2023-10-17,Dallas,4.97,61.8,99.5,3.42,268.0,64000,101.5
2023-10-18,Dallas,4.98,62.2,99.9,3.12,270.61,64000,97.1
2023-10-19,Dallas,4.92,62.4,99.5,3.66,268.87,64000,98.3
2023-10-20,Dallas,4.98,62.4,98.5,3.65,267.4,64000,100.5
2023-10-21,Dallas,4.94,62.1,98.5,3.16,269.23,64000,104.3
2023-10-22,Dallas,4.86,62.0,98.5,3.74,268.31,64000,99.5
2023-10-23,Dallas,4.74,61.9,98.1,3.21,269.23,64000,102.0
2023-10-24,Dallas,4.75,61.5,96.9,3.49,270.38,64000,98.0
2023-10-25,Dallas,4.8,62.0,96.7,3.39,269.93,64000,101.1
2023-10-26,Dallas,4.72,62.3,97.3,3.14,270.84,64000,99.2
2023-10-27,Dallas,4.67,63.0,96.8,3.29,269.94,64000,101.1
2023-10-28,Dallas,4.74,63.1,97.2,3.66,270.57,64000,100.9
2023-10-29,Dallas,4.69,63.0,97.1,3.58,268.27,64000,103.1
2023-10-30,Dallas,4.64,63.2,97.6,3.77,272.05,64000,100.3
2023-10-31,Dallas,4.67,63.3,97.1,3.78,270.08,64000,97.0
2023-11-01,Dallas,4.68,63.5,97.0,3.29,270.86,64000,102.4
2023-11-02,Dallas,4.67,63.6,98.0,3.97,271.12,64000,100.5
2023-11-03,Dallas,4.59,63.8,97.2,3.78,271.86,64000,99.8
2023-11-04,Dallas,4.6,63.6,97.3,4.04,269.17,64000,99.7
2023-11-05,Dallas,4.61,63.7,97.5,2.91,269.66,64000,96.7
2023-11-06,Dallas,4.64,63.8,97.3,3.97,269.46,64000,99.3
2023-11-07,Dallas,4.7,63.7,97.3,3.76,270.05,64000,103.8
2023-11-08,Dallas,4.6,64.1,96.9,3.61,271.57,64000,98.1
2023-11-09,Dallas,4.63,64.2,96.6,3.75,270.33,64000,101.4
2023-11-10,Dallas,4.62,64.1,96.6,3.23,270.16,64000,99.4
2023-11-11,Dallas,4.65,64.1,96.3,3.05,270.01,64000,101.9
2023-11-12,Dallas,4.65,64.7,96.3,2.95,272.02,64000,95.4
2023-11-13,Dallas,4.58,64.4,96.7,3.82,269.68,64000,102.0
2023-11-14,Dallas,4.6,64.3,96.3,3.7,268.98,64000,99.4
2023-11-15,Dallas,4.6,64.7,95.8,3.52,269.19,64000,101.2
2023-11-16,Dallas,4.64,64.5,95.9,3.5,270.21,64000,101.8
2023-11-17,Dallas,4.72,64.6,95.3,3.88,271.1,64000,100.5
2023-11-18,Dallas,4.65,64.2,94.8,3.79,269.68,64000,101.8
2023-11-19,Dallas,4.67,64.4,94.7,3.43,269.31,64000,100.8
2023-11-20,Dallas,4.69,64.2,95.0,3.33,268.63,64000,99.0
2023-11-21,Dallas,4.7,64.6,95.0,3.4,269.53,64000,104.5
2023-11-22,Dallas,4.78,64.5,95.2,3.41,271.62,64000,99.2
2023-11-23,Dallas,4.8,64.3,94.7,3.12,268.76,64000,100.3
2023-11-24,Dallas,4.84,64.7,94.7,3.71,270.28,64000,98.1
2023-11-25,Dallas,4.9,65.1,95.1,3.94,270.28,64000,100.3
2023-11-26,Dallas,4.87,64.6,94.7,3.62,270.4,64000,101.2
2023-11-27,Dallas,4.95,64.7,94.1,3.72,271.13,64000,98.2
2023-11-28,Dallas,4.99,64.7,94.7,3.35,268.9,64000,101.7
2023-11-29,Dallas,4.93,64.7,94.0,3.57,270.85,64000,98.8
2023-11-30,Dallas,4.99,65.4,94.4,3.73,270.75,64000,101.1
2023-12-01,Dallas,4.99,65.3,93.6,3.71,268.83,64000,98.9
2023-12-02,Dallas,4.94,65.1,93.2,3.6,269.93,64000,96.7
2023-12-03,Dallas,4.91,65.3,93.0,3.5,271.22,64000,101.9
2023-12-04,Dallas,4.92,65.0,92.7,3.4,269.55,64000,99.9
2023-12-05,Dallas,4.93,64.5,93.4,3.91,269.91,64000,102.8
2023-12-06,Dallas,4.9,64.6,93.4,3.67,270.26,64000,99.4
2023-12-07,Dallas,4.94,64.6,93.6,3.14,270.0,64000,98.2
2023-12-08,Dallas,4.95,64.2,94.2,3.22,270.48,64000,99.5
2023-12-09,Dallas,4.93,63.7,94.5,3.61,270.8,64000,100.4
2023-12-10,Dallas,4.86,63.4,95.4,3.77,271.37,64000,102.3
2023-12-11,Dallas,4.8,63.1,95.4,3.39,270.73,64000,102.3
2023-12-12,Dallas,4.75,63.3,95.0,3.62,270.84,64000,101.4
2023-12-13,Dallas,4.7,63.2,94.7,3.65,270.69,64000,98.1
2023-12-14,Dallas,4.76,63.1,94.8,3.45,270.46,64000,100.8
2023-12-15,Dallas,4.8,63.3,95.2,3.7,268.01,64000,100.8
2023-12-16,Dallas,4.85,63.5,95.8,3.98,269.63,64000,104.4
2023-12-17,Dallas,4.83,63.3,96.3,3.68,270.94,64000,100.8
2023-12-18,Dallas,4.84,63.3,96.2,2.95,271.5,64000,96.7
2023-12-19,Dallas,4.79,63.3,96.7,3.1,270.01,64000,97.8
2023-12-20,Dallas,4.78,63.5,96.7,3.13,273.38,64000,101.4
2023-12-21,Dallas,4.83,63.5,97.1,3.01,271.68,64000,100.9
2023-12-22,Dallas,4.92,63.6,97.3,4.07,270.93,64000,102.3
2023-12-23,Dallas,4.94,63.9,97.0,3.32,271.41,64000,102.9
2023-12-24,Dallas,4.99,64.3,97.1,3.54,271.14,64000,99.0
2023-12-25,Dallas,4.89,64.3,97.1,3.75,270.42,64000,99.4
2023-12-26,Dallas,4.94,64.7,97.2,3.27,270.9,64000,98.5
2023-12-27,Dallas,4.99,64.9,96.4,4.2,270.01,64000,97.6
2023-12-28,Dallas,4.97,64.9,96.1,3.76,270.64,64000,101.0
2023-12-29,Dallas,4.93,64.6,96.4,3.11,271.67,64000,99.3
2023-12-30,Dallas,4.88,64.4,95.8,3.82,272.03,64000,97.8
2023-12-31,Dallas,4.88,64.6,95.8,3.19,270.48,64000,102.0
2022-01-01,Houston,4.78,74.1,88.2,3.54,259.68,58000,98.1
2022-01-02,Houston,4.86,73.8,88.5,3.76,260.38,58000,102.4
2022-01-03,Houston,4.84,74.0,88.4,3.5,258.29,58000,100.3
2022-01-04,Houston,4.85,74.0,88.5,3.5,258.72,58000,103.0
2022-01-05,Houston,4.84,73.6,88.3,3.7,258.49,58000,99.4
2022-01-06,Houston,4.83,73.5,88.3,3.37,259.38,58000,100.1
2022-01-07,Houston,4.93,73.4,88.3,3.45,261.87,58000,99.9
2022-01-08,Houston,4.96,73.5,88.3,3.85,261.44,58000,99.8
2022-01-09,Houston,4.99,73.5,87.7,3.29,262.27,58000,100.5
2022-01-10,Houston,5.02,73.3,87.4,3.34,260.77,58000,99.3
2022-01-11,Houston,5.12,73.2,87.3,3.59,260.27,58000,98.9
2022-01-12,Houston,5.11,72.8,87.4,3.54,259.38,58000,102.6
2022-01-13,Houston,5.19,73.1,87.4,3.72,259.47,58000,97.5
2022-01-14,Houston,5.23,73.4,87.5,3.68,260.52,58000,100.8
2022-01-15,Houston,5.22,73.3,87.0,3.5,260.78,58000,99.3
2022-01-16,Houston,5.28,73.1,87.4,3.12,260.13,58000,100.1
2022-01-17,Houston,5.32,72.9,86.3,3.69,260.72,58000,97.4
2022-01-18,Houston,5.25,72.8,86.2,3.74,261.58,58000,101.1
2022-01-19,Houston,5.29,72.3,85.9,3.57,260.98,58000,100.5
2022-01-20,Houston,5.27,71.8,85.6,3.75,261.01,58000,100.8
2022-01-21,Houston,5.25,72.0,85.0,3.73,260.78,58000,100.0
2022-01-22,Houston,5.17,72.1,85.3,3.29,260.67,58000,98.0
2022-01-23,Houston,5.21,71.7,84.9,3.61,261.51,58000,102.5
2022-01-24,Houston,5.17,71.6,84.9,3.52,262.22,58000,102.2
2022-01-25,Houston,5.18,71.5,84.8,3.92,259.31,58000,101.2
2022-01-26,Houston,5.16,71.7,84.7,4.09,262.01,58000,103.9
2022-01-27,Houston,5.17,71.7,85.1,3.41,261.44,58000,100.2
2022-01-28,Houston,5.21,71.8,84.7,3.24,259.04,58000,99.5
2022-01-29,Houston,5.13,71.9,85.1,3.37,260.95,58000,99.1
2022-01-30,Houston,5.15,72.3,85.9,3.42,259.2,58000,97.6
2022-01-31,Houston,5.1,72.2,85.6,3.69,260.79,58000,98.6
2022-02-01,Houston,5.14,72.5,85.3,3.29,262.09,58000,101.1
2022-02-02,Houston,5.14,72.9,85.6,3.35,261.58,58000,99.3
2022-02-03,Houston,5.16,73.1,85.5,3.52,260.64,58000,95.2
2022-02-04,Houston,5.11,73.1,85.5,3.86,260.35,58000,100.5
2022-02-05,Houston,5.12,73.2,85.5,3.37,262.24,58000,100.0
2022-02-06,Houston,5.2,73.6,84.8,4.12,261.69,58000,100.1
2022-02-07,Houston,5.17,73.5,85.1,3.92,259.87,58000,100.6
2022-02-08,Houston,5.29,73.2,84.7,3.58,260.77,58000,98.6
2022-02-09,Houston,5.24,72.9,85.4,3.66,261.67,58000,101.2
2022-02-10,Houston,5.24,72.9,85.7,3.27,259.99,58000,100.2
2022-02-11,Houston,5.17,73.2,86.2,4.6,261.47,58000,102.3
2022-02-12,Houston,5.15,72.8,86.3,3.77,259.56,58000,98.9
2022-02-13,Houston,5.12,73.2,86.3,3.57,259.66,58000,99.1
2022-02-14,Houston,5.03,73.8,85.5,3.81,259.65,58000,99.6
2022-02-15,Houston,4.99,74.3,85.6,3.68,258.93,58000,99.8
2022-02-16,Houston,5.0,73.9,85.1,3.56,260.53,58000,98.8
2022-02-17,Houston,5.01,73.9,85.9,3.32,261.97,58000,103.7
2022-02-18,Houston,5.01,73.5,85.7,3.96,261.81,58000,103.5
2022-02-19,Houston,5.01,73.7,86.8,3.9,260.7,58000,98.0
2022-02-20,Houston,5.13,73.5,86.1,3.65,261.53,58000,101.8
2022-02-21,Houston,5.12,73.8,85.7,3.64,259.09,58000,97.9
2022-02-22,Houston,5.1,74.1,85.4,4.09,261.5,58000,96.3
2022-02-23,Houston,5.05,73.7,84.7,3.06,260.26,58000,102.3
2022-02-24,Houston,5.04,73.2,85.1,3.56,258.92,58000,101.2
2022-02-25,Houston,5.02,73.5,85.8,3.82,260.55,58000,97.3
2022-02-26,Houston,4.99,73.4,86.3,3.72,259.87,58000,102.0
2022-02-27,Houston,5.02,73.3,86.9,3.81,260.88,58000,102.9
2022-02-28,Houston,5.0,73.5,87.1,3.89,260.43,58000,98.0
2022-03-01,Houston,5.05,73.8,86.6,3.88,261.37,58000,99.4
2022-03-02,Houston,5.06,73.7,86.3,3.13,261.28,58000,98.2
2022-03-03,Houston,4.97,73.8,86.0,2.98,260.85,58000,100.1
2022-03-04,Houston,4.94,74.2,86.0,3.24,261.32,58000,99.9
2022-03-05,Houston,4.91,73.8,85.7,3.23,261.43,58000,98.5
2022-03-06,Houston,4.88,74.2,85.4,3.47,261.02,58000,94.6
2022-03-07,Houston,4.95,74.3,85.4,3.18,260.32,58000,101.1
2022-03-08,Houston,4.98,74.2,86.1,3.02,262.02,58000,103.0
2022-03-09,Houston,5.11,73.7,85.8,3.11,261.26,58000,100.9
2022-03-10,Houston,5.15,74.1,86.0,4.3,260.99,58000,97.6
2022-03-11,Houston,5.16,74.4,86.3,3.49,260.74,58000,99.6
2022-03-12,Houston,5.15,74.5,86.2,3.2,260.96,58000,104.6
2022-03-13,Houston,5.16,74.2,86.3,3.61,260.71,58000,99.6
2022-03-14,Houston,5.17,74.0,86.3,3.61,261.79,58000,99.9
2022-03-15,Houston,5.25,73.7,86.5,3.78,260.79,58000,102.7
2022-03-16,Houston,5.26,73.6,86.2,3.31,261.41,58000,104.7
2022-03-17,Houston,5.26,73.0,85.8,3.68,261.82,58000,104.5
2022-03-18,Houston,5.32,73.0,85.9,3.26,261.22,58000,101.8
2022-03-19,Houston,5.22,72.9,86.0,3.5,260.54,58000,97.7
2022-03-20,Houston,5.12,72.9,86.1,3.16,260.28,58000,97.3
2022-03-21,Houston,5.15,72.7,86.7,3.48,262.02,58000,102.0
2022-03-22,Houston,5.21,72.4,87.0,3.98,261.02,58000,97.9
2022-03-23,Houston,5.17,73.1,87.0,3.38,262.71,58000,98.7
2022-03-24,Houston,5.2,73.2,86.9,3.26,261.34,58000,100.6
2022-03-25,Houston,5.19,73.4,87.4,3.69,260.49,58000,97.5
2022-03-26,Houston,5.25,73.6,87.5,2.8,260.83,58000,101.7
2022-03-27,Houston,5.13,73.3,87.5,3.35,262.18,58000,101.5
2022-03-28,Houston,5.08,73.2,87.1,3.22,262.23,58000,104.5
2022-03-29,Houston,5.16,72.9,86.9,3.29,261.82,58000,101.5
2022-03-30,Houston,5.21,72.7,87.2,3.01,259.56,58000,97.4
2022-03-31,Houston,5.19,72.9,87.2,3.62,262.39,58000,97.0
2022-04-01,Houston,5.21,72.7,86.9,3.49,261.27,58000,100.7
2022-04-02,Houston,5.25,72.0,86.4,3.99,261.34,58000,99.2
2022-04-03,Houston,5.2,72.6,86.9,3.11,261.51,58000,99.9
2022-04-04,Houston,5.17,72.3,86.7,3.65,261.67,58000,97.7
2022-04-05,Houston,5.12,72.2,86.7,3.58,261.09,58000,101.4
2022-04-06,Houston,5.06,72.3,86.7,3.51,261.22,58000,104.0
2022-04-07,Houston,5.15,72.4,86.5,3.99,261.74,58000,99.2
2022-04-08,Houston,5.14,72.3,86.0,4.01,261.53,58000,101.7
2022-04-09,Houston,5.13,72.6,85.4,3.59,261.79,58000,99.8
2022-04-10,Houston,5.15,72.7,86.1,3.39,260.58,58000,95.2
2022-04-11,Houston,5.07,72.5,85.9,3.66,262.25,58000,100.9
2022-04-12,Houston,5.09,72.4,86.4,3.06,261.62,58000,100.4
2022-04-13,Houston,5.16,72.6,86.0,3.44,259.78,58000,99.4
2022-04-14,Houston,5.07,73.0,86.7,3.81,261.22,58000,98.3
2022-04-15,Houston,5.09,73.2,87.0,3.88,261.22,58000,100.3
2022-04-16,Houston,5.11,73.5,87.2,3.02,263.27,58000,100.2
2022-04-17,Houston,5.11,73.3,87.7,3.61,261.17,58000,98.2
2022-04-18,Houston,5.12,73.3,87.6,3.77,261.69,58000,99.2
2022-04-19,Houston,5.08,73.2,88.0,3.12,261.58,58000,101.5
2022-04-20,Houston,5.04,73.4,87.9,4.02,261.64,58000,100.6
